id,carat,cut,color,clarity,depth,table,x,y,z,price
7312,2.01,Very Good,G,SI2,63.3,58,8.01,8.05,5.08,15563
22846,0.43,Very Good,G,VS1,58.4,60,4.95,4.98,2.9,817
8355,0.54,Ideal,I,IF,60.8,56,5.28,5.37,3.24,1669
9605,1.01,Premium,J,SI2,62.5,62,6.41,6.36,3.99,3563
19444,2.05,Premium,I,SI1,61.2,57,8.24,8.21,5.03,15837
14085,0.32,Ideal,F,VVS1,61.4,56,4.42,4.38,2.7,990
2893,1.31,Ideal,J,SI1,62.5,56,6.95,7.04,4.37,6337
2517,0.5,Very Good,I,SI1,62.5,57,5.06,5.09,3.17,1035
15681,1.11,Premium,E,SI1,61.3,58,6.66,6.61,4.07,5908
1706,0.32,Premium,H,VVS1,61.4,58,4.42,4.37,2.7,936
19980,0.8,Ideal,H,VS2,62.8,57,5.91,5.87,3.7,2834
3880,0.71,Very Good,H,VVS2,63,56,5.63,5.68,3.56,2695
5417,0.42,Ideal,D,SI1,61.9,57,4.82,4.77,2.97,1040
8290,0.36,Ideal,F,IF,60.3,57,4.61,4.65,2.79,1063
4614,0.51,Very Good,E,SI1,62.2,55,5.09,5.11,3.17,1318
12785,0.9,Very Good,E,SI2,59.9,57,6.25,6.34,3.77,4288
24713,0.7,Very Good,F,SI1,63.7,55,5.62,5.69,3.6,2192
9496,1.58,Ideal,J,SI1,61.6,56,7.53,7.5,4.63,7592
6717,1.56,Very Good,F,SI1,61,58,7.41,7.48,4.54,12207
7968,0.55,Premium,G,VS1,62,57,5.3,5.25,3.27,1881
22857,1.01,Premium,H,I1,60.1,58,6.49,6.44,3.89,2520
1712,0.71,Good,G,SI1,63.6,56,5.65,5.67,3.6,2428
26120,1.64,Very Good,J,SI1,62.6,59,7.45,7.51,4.68,7739
16883,0.59,Ideal,E,SI1,62.2,57,5.34,5.37,3.33,1630
14761,0.74,Ideal,H,VS1,61,55,5.86,5.88,3.58,3254
6570,0.57,Premium,F,SI1,59.5,58,5.43,5.36,3.21,1571
1335,0.4,Ideal,F,I1,63.3,60,4.68,4.64,2.95,630
16433,0.41,Ideal,E,VVS1,61.9,55,4.79,4.78,2.96,1431
24405,1.19,Ideal,H,I1,60.3,57,6.93,6.83,4.15,3864
26662,0.7,Very Good,E,SI1,60.3,60,5.77,5.81,3.49,2312
19648,0.33,Ideal,E,VVS1,62.2,55,4.42,4.46,2.76,986
22581,0.79,Very Good,G,SI2,62.4,56,5.87,5.92,3.68,2482
7521,0.54,Very Good,D,SI1,62.1,58,5.21,5.23,3.24,1662
6593,1.02,Premium,F,SI2,61,58,6.49,6.52,3.97,4043
2117,0.52,Ideal,F,VVS1,62.3,56,5.14,5.16,3.21,2333
17524,0.33,Ideal,E,VS2,60.6,55,4.48,4.5,2.72,723
653,0.37,Fair,D,IF,61.2,57,4.68,4.73,2.88,1440
2174,0.71,Ideal,D,SI2,61.5,56,5.74,5.78,3.54,2610
15388,0.4,Very Good,E,SI1,61.4,58,4.77,4.81,2.94,687
9221,0.87,Fair,I,VS2,57.3,59,6.29,6.44,3.65,3166
6418,0.24,Ideal,I,VVS2,61.5,56,4.02,4.05,2.48,523
18930,0.31,Very Good,F,VS2,58.3,61,4.44,4.48,2.6,583
10836,0.53,Ideal,G,VVS2,61.4,57,5.19,5.26,3.21,1948
18999,1.02,Fair,H,VS2,64.6,61,6.32,6.24,4.06,4462
10154,1.56,Very Good,I,SI1,61.3,57,7.48,7.54,4.6,9494
9440,0.58,Ideal,E,SI1,61.5,55,5.34,5.39,3.3,1636
21551,0.26,Premium,E,VVS1,62.3,60,4.07,4.09,2.54,599
5012,0.31,Ideal,G,VVS1,61.5,55,4.39,4.42,2.71,789
590,0.5,Very Good,J,VS1,61.4,57.8,5.09,5.14,3.15,1034
20166,0.7,Very Good,G,SI1,62.1,56,5.64,5.67,3.51,2175
21022,0.35,Premium,E,SI2,59.9,61,4.59,4.56,2.74,672
16452,1.01,Premium,H,SI1,58.2,62,6.54,6.48,3.78,4191
13608,0.3,Very Good,H,VVS1,62.5,59,4.26,4.29,2.67,684
13779,0.53,Very Good,F,SI1,60.9,56,5.21,5.23,3.18,1291
13794,0.73,Ideal,H,SI1,61.5,55,5.79,5.84,3.57,2605
4536,1.77,Good,J,SI2,63.4,60,7.61,7.65,4.84,8109
7456,0.41,Very Good,E,SI1,63.2,56,4.74,4.72,2.99,1015
20816,1.04,Ideal,H,SI1,61.9,57,6.49,6.46,4.01,4515
7881,0.58,Ideal,G,SI1,62.2,55,5.33,5.37,3.33,1446
26754,0.53,Ideal,F,VVS2,62,57,5.17,5.2,3.21,2177
7740,0.3,Ideal,G,IF,62.1,55,4.35,4.31,2.69,956
19877,0.92,Premium,D,SI2,62.5,55,6.21,6.18,3.87,4150
5331,0.3,Ideal,J,VS1,62.2,57,4.27,4.28,2.66,411
2728,0.7,Premium,F,SI2,62,58,5.7,5.64,3.52,1890
25695,0.7,Ideal,F,VS1,62,55,5.74,5.71,3.55,2751
2458,1.5,Very Good,E,SI1,61.9,59,7.26,7.32,4.51,11717
16382,1.28,Premium,G,VS2,61.6,58,7.02,6.98,4.31,8874
19236,1.13,Premium,H,VS2,,59,6.63,6.58,4.15,5571
4524,0.31,Ideal,D,SI1,62.6,56,4.33,4.36,2.72,571
24314,0.61,Ideal,E,I1,63.4,57,5.43,5.37,3.42,1255
7470,0.42,Ideal,D,SI2,61.1,55,4.82,4.86,2.96,660
25762,1.21,Very Good,G,SI2,62.7,59,6.66,6.74,4.2,5308
12060,0.58,Very Good,F,VS1,61.5,60,5.32,5.38,3.29,2001
14512,0.9,Good,G,SI1,64.1,59.4,6.04,6.08,3.88,3816
14652,1.53,Ideal,H,VVS2,62.2,57,7.32,7.37,4.57,13629
8062,2.01,Good,G,SI1,60.1,61,8.04,8.12,4.86,18374
26708,0.4,Very Good,J,VS1,63.4,58,4.64,4.61,2.93,810
2584,0.72,Premium,F,SI2,61.7,58,5.73,5.78,3.55,2058
15136,1.05,Ideal,G,VS2,61.9,56,6.52,6.56,4.05,6486
5579,0.32,Good,F,SI2,63.8,55,4.34,4.35,2.77,421
8320,1.33,Very Good,H,SI2,62.5,58,7.04,6.97,4.38,6482
17402,0.71,Premium,H,SI1,62.4,59,5.65,5.6,3.51,2112
10140,0.35,Ideal,I,VS2,59.8,57,4.6,4.59,2.75,630
23650,1.01,Good,E,VS2,62.6,58,6.33,6.36,3.97,6221
23973,0.7,Good,E,SI1,65,57,5.53,5.58,3.61,2038
3811,1,Premium,D,SI1,61.4,58,6.37,6.43,3.93,5775
8280,0.64,Very Good,D,VS2,58.6,59,5.7,5.74,3.35,2332
22357,0.6,Ideal,E,SI1,61.4,58,5.44,5.47,3.35,1749
23156,1.15,Premium,H,SI2,60.4,58,6.8,6.75,4.09,3220
24722,1.5,Good,E,SI2,63.5,59,7.25,7.28,4.61,9281
11253,1.04,Very Good,I,I1,61.6,61,6.45,6.47,3.98,2745
15644,0.52,Ideal,I,VVS2,62.2,57,5.18,5.11,3.2,1316
19391,0.41,Very Good,F,VS1,61.2,57,4.77,4.8,2.93,1007
10018,1,Good,D,VS2,65.7,55,6.17,6.22,4.07,6163
23683,0.31,Ideal,F,VS2,61.6,56,4.38,4.35,2.69,749
19292,0.93,Very Good,G,SI1,62.3,58,6.2,6.29,3.9,4144
15958,1.06,Ideal,G,VS2,61.9,54,6.54,6.58,4.06,6890
11540,0.77,Good,E,SI2,58.1,63,6.02,6.06,3.5,2371
3817,0.41,Premium,E,VS2,59.8,60,4.83,4.87,2.9,935
8292,1,Fair,F,VS2,64.7,59,6.22,6.15,4,4829
26102,0.25,Very Good,F,VVS1,61.8,55,4.06,4.09,2.52,633
6625,0.5,Very Good,E,SI2,62.8,55,5.05,5.08,3.18,1077
16594,1.01,Ideal,H,VS2,62.7,56,6.4,6.35,4,5260
15381,0.92,Premium,E,VS2,61.2,62,6.27,6.22,3.82,4600
7846,1.33,Ideal,D,VS2,62.8,56,7.08,7.03,4.43,11409
7678,0.31,Premium,H,VVS1,62.1,58,4.36,4.33,2.7,907
23102,1.01,Ideal,J,SI2,61.6,55,6.5,6.45,3.99,3801
26613,0.44,Premium,D,VS1,60.2,59,4.93,4.91,2.96,1232
2222,0.31,Very Good,G,VS2,60.9,57,4.37,4.39,2.67,559
8155,0.32,Ideal,H,VS1,62.9,54,4.41,4.37,2.76,720
25157,0.33,Premium,G,VS1,61.6,60,4.46,4.41,2.73,854
26585,2.02,Premium,F,SI2,61.7,58,8.15,8.11,5.02,18487
21840,1.02,Premium,F,VS1,61.4,59,6.48,6.42,3.96,6238
13167,0.73,Ideal,I,VS2,60.8,56,5.82,5.85,3.55,3438
13748,1.51,Premium,H,VS1,59.6,60,7.5,7.41,4.44,10655
15652,0.33,Premium,G,VS2,60,58,4.49,4.47,2.69,743
20932,2.31,Premium,H,SI2,62.1,58,8.55,8.47,5.29,12269
25095,1,Very Good,E,SI1,59.6,60,6.43,6.48,3.85,5351
3785,0.7,Very Good,E,VS1,62.8,57,5.65,5.68,3.56,3145
1239,1.24,Ideal,G,VS1,,55,6.85,6.89,4.25,10946
10802,0.96,Good,H,SI2,60.1,64,6.43,6.35,3.84,3548
11632,0.33,Premium,E,VS2,61.1,59,4.45,4.49,2.73,723
5042,0.7,Ideal,D,VS1,62.8,53.4,5.64,5.68,3.55,3618
25792,2.14,Premium,I,VS2,62.3,58,8.22,8.16,5.1,17416
21355,0.35,Ideal,E,VS2,61.6,55,4.54,4.49,2.78,984
10107,0.43,Ideal,G,IF,61.3,56,4.86,4.9,2.99,1318
15398,0.82,Good,G,SI2,59.9,62,6.02,6.04,3.61,2893
10048,0.71,Premium,F,SI1,59,61,5.88,5.84,3.46,2528
17916,1.22,Premium,G,VVS2,62,58,6.9,6.85,4.26,10111
5993,1.4,Premium,G,SI2,,60,7.1,7.16,4.42,7225
19384,1.58,Premium,D,SI2,59.6,59,7.67,7.61,4.55,10934
23513,0.75,Ideal,I,VS2,60.4,59,5.86,5.9,3.55,2680
23872,0.7,Very Good,D,SI1,63.7,59,5.59,5.65,3.58,2210
21347,0.4,Ideal,D,SI2,61.3,56,4.77,4.72,2.91,798
4771,0.3,Premium,D,SI1,,58,4.29,4.32,2.65,552
12775,0.23,Very Good,D,VVS2,62.5,58,3.89,3.92,2.44,492
11048,0.4,Very Good,I,SI1,63.2,55,4.72,4.68,2.97,765
10226,1.52,Premium,G,SI2,60.9,57,7.5,7.44,4.55,8299
26249,1.02,Very Good,E,SI2,63,57,6.39,6.44,4.04,4398
14792,0.84,Good,F,I1,60.8,64,6.05,6.03,3.67,1749
26612,1.11,Ideal,G,SI1,61.9,57,6.63,6.66,4.11,5408
5630,0.72,Ideal,F,SI2,62,55,5.75,5.79,3.58,2224
13181,0.32,Ideal,F,VVS2,61.2,55,4.43,4.46,2.72,800
6710,0.4,Good,F,VVS1,61.9,61,4.71,4.73,2.92,1349
23163,0.7,Good,F,SI1,63.7,58,5.62,5.65,3.59,2242
24140,0.91,Premium,F,SI2,58.9,61,6.36,6.33,3.74,3546
15084,1.23,Ideal,H,SI2,60.6,57,6.98,6.94,4.22,5951
9677,1.16,Premium,H,SI2,62.1,58,6.72,6.65,4.15,3573
16075,0.93,Premium,H,SI1,61.8,59,6.23,6.27,3.86,3816
8472,1,Fair,E,SI2,66.6,59,6.07,6.01,4.02,3136
7176,0.27,Very Good,E,VS1,62.3,54,4.17,4.21,2.61,463
1961,0.34,Premium,E,SI2,62.4,59,4.42,4.46,2.77,477
20688,1.01,Premium,G,VS1,60.8,58,6.44,6.51,3.94,6499
551,0.52,Ideal,G,VS1,61.2,56,5.19,5.23,3.19,1803
25962,0.35,Ideal,E,VS2,62,57,4.51,4.55,2.81,767
365,1.24,Ideal,I,SI1,61.1,60,6.94,6.91,4.23,5976
8433,0.38,Ideal,I,VS1,62,54,4.67,4.72,2.91,700
7731,0.32,Ideal,E,VVS1,61.6,56,4.42,4.41,2.72,1020
14736,1.01,Ideal,E,VS1,,56,6.45,6.49,3.98,9503
18328,1.04,Premium,G,VS2,62.5,58,6.43,6.47,4.03,6177
9504,0.64,Premium,D,SI2,62.8,54,5.52,5.5,3.46,1751
23336,0.7,Ideal,I,VS2,62.5,56,5.66,5.7,3.55,2232
16790,0.7,Very Good,I,VS2,61.1,60,5.67,5.75,3.49,2166
26444,0.38,Ideal,D,VS1,62,55,4.68,4.64,2.89,1140
15308,1.26,Ideal,I,VS2,62.6,55,6.96,6.91,4.34,6350
7719,0.56,Premium,E,VVS2,59.2,56,5.49,5.39,3.22,2496
10665,0.57,Fair,F,VS1,64.5,61,5.23,5.19,3.36,1788
4454,0.7,Good,F,VS2,63.8,60,5.61,5.52,3.55,2290
13891,0.32,Ideal,H,VVS2,62,55,4.42,4.39,2.73,828
17397,0.72,Ideal,F,VS1,61.1,56,5.79,5.76,3.53,3294
15244,0.46,Ideal,F,SI1,62.5,56,4.92,4.94,3.08,953
426,1,Premium,I,SI1,62.2,62,6.39,6.33,3.96,3360
13564,0.51,Ideal,H,IF,60.3,58,5.15,5.17,3.11,1899
25390,2.5,Ideal,J,SI2,64,55,8.56,8.48,5.46,14502
24371,0.41,Ideal,F,VS2,61.8,56,4.8,4.78,2.96,1107
15797,0.31,Very Good,E,VS2,61.7,58,4.31,4.34,2.67,680
8193,0.41,Ideal,D,SI1,63,57,4.7,4.64,2.94,920
18723,1.33,Ideal,H,VS1,59.3,57,7.22,7.18,4.27,8714
20542,1.52,Ideal,E,VS2,62.4,55,7.42,7.32,4.6,15488
11461,1,Premium,E,SI2,62.8,59,6.34,6.3,3.97,4200
16964,1.54,Premium,G,SI2,62.4,57,7.39,7.36,4.6,8969
19863,0.98,Premium,F,SI2,61.8,58,6.37,6.32,3.92,4308
12321,0.41,Premium,G,VS2,60.9,61,4.75,4.74,2.89,1061
8408,1.02,Very Good,E,SI1,60.5,63,6.54,6.48,3.94,4901
21418,0.59,Premium,E,SI1,58.7,57,5.53,5.47,3.23,1550
13170,0.41,Ideal,G,VVS2,61.9,55,4.77,4.79,2.96,1238
20867,0.72,Ideal,E,VS2,60.8,56,5.81,5.84,3.54,3304
1516,1.5,Good,J,VS2,61.7,56,7.23,7.33,4.49,7177
21031,0.32,Ideal,D,VS2,60.5,56,4.48,4.45,2.7,972
5539,0.37,Ideal,F,SI1,61.6,56,4.61,4.65,2.85,746
9072,0.43,Very Good,F,SI1,61.6,59,4.83,4.87,2.99,792
21803,0.3,Ideal,F,SI1,61.2,55,4.35,4.37,2.67,609
19352,0.71,Good,E,SI1,65.9,57,5.51,5.57,3.65,2631
12938,1.59,Ideal,G,VVS2,60.6,59,7.53,7.59,4.58,15843
18211,0.87,Ideal,F,SI2,62.2,56,6.03,6.13,3.78,3090
11322,0.93,Good,D,SI2,64.5,58,6.11,6.14,3.95,3839
24128,0.38,Premium,F,SI1,62.7,58,4.6,4.62,2.89,700
7861,1.03,Ideal,F,SI1,62.8,56,6.38,6.46,4.03,5356
6198,1.35,Premium,G,SI2,60.5,60,7.16,7.11,4.32,5167
11018,1.52,Premium,G,SI1,62.2,58,7.39,7.33,4.58,8512
3110,0.33,Ideal,G,SI2,60.2,57,4.5,4.47,2.7,594
16736,1.52,Premium,I,I1,61.2,58,7.43,7.35,4.52,3541
1515,0.58,Premium,E,VS1,62.2,58,5.35,5.3,3.31,2297
21953,0.54,Ideal,G,SI1,59.6,59,5.34,5.3,3.17,1574
25352,0.3,Premium,G,VS1,61.4,60,4.33,4.3,2.65,776
4032,0.5,Very Good,D,SI1,61.9,61,5.09,5.12,3.16,1436
26077,0.81,Ideal,I,SI1,62.2,57,5.95,5.98,3.71,2323
23679,1.5,Premium,I,SI1,62.3,57,7.28,7.22,4.52,7955
25829,1.98,Fair,H,VS1,58.3,69,8.28,8.17,4.8,12923
26750,0.9,Good,H,I1,57.4,63,6.38,6.33,3.65,1939
5019,1.2,Ideal,H,I1,58.6,57,7.01,6.96,4.09,3763
1897,0.91,Good,E,SI2,63.1,61,6.04,6.14,3.84,3520
18291,0.35,Fair,E,VVS2,66.2,58,4.41,4.35,2.9,738
15177,1.14,Premium,G,SI2,60.4,59,6.8,6.78,4.1,4884
7667,0.32,Premium,G,IF,61.8,55,4.45,4.39,2.73,1020
23605,2.03,Ideal,I,VS2,59.9,60,8.17,8.27,4.92,15826
18242,2.22,Very Good,J,SI2,61.2,63,8.33,8.23,5.07,10662
9905,1.51,Very Good,E,VS2,62.7,59,7.2,7.32,4.55,12779
6289,0.31,Ideal,F,VVS1,,56,4.35,4.38,2.71,897
3240,0.7,Very Good,E,SI2,62,59,5.61,5.68,3.5,2263
15149,1.52,Ideal,F,VS2,62.8,55,7.37,7.28,4.6,14038
25824,0.31,Fair,F,SI1,64.7,56,4.28,4.25,2.76,618
14411,1,Very Good,D,SI1,63.1,56,6.34,6.3,3.99,5645
2714,0.72,Ideal,H,VS2,62.3,52,5.76,5.82,3.61,2548
7026,0.51,Ideal,D,VS1,62.4,57,5.13,5.09,3.19,1873
17071,1,Ideal,F,VS1,61.7,55,6.42,6.39,3.95,7056
15887,0.32,Ideal,E,VS1,59.9,55,4.46,4.49,2.68,758
3597,1.19,Good,I,SI1,63.7,57.2,6.69,6.73,4.28,5236
8027,1.2,Ideal,J,SI1,63,57,6.74,6.64,4.24,4234
14327,0.41,Premium,F,VVS2,60.6,58,4.84,4.79,2.92,1192
4101,1.11,Ideal,H,SI2,61.3,55,6.65,6.73,4.1,4578
20483,0.31,Ideal,D,VS2,61.9,56,4.34,4.38,2.7,734
21744,0.24,Very Good,E,VVS1,63.5,57,3.94,3.96,2.51,492
18996,0.74,Ideal,F,VS1,62.3,57,5.79,5.77,3.6,3170
13649,0.71,Ideal,F,SI2,61.2,55,5.77,5.79,3.54,2365
359,0.91,Premium,H,VS2,60.6,58,6.3,6.25,3.8,4293
9923,1.1,Very Good,F,SI1,60.5,60,6.65,6.67,4.03,5667
4753,0.7,Ideal,J,VS2,61.8,53,5.73,5.76,3.55,1874
18363,0.41,Premium,E,SI1,62.3,56,4.78,4.76,2.97,1059
13585,0.53,Premium,D,SI1,61.4,58,5.19,5.23,3.2,1566
26722,0.9,Good,F,SI2,64.3,57,6.06,6.16,3.93,3267
26042,0.46,Ideal,J,VS1,62.6,53.9,4.92,4.95,3.09,851
17234,1.24,Ideal,H,VS1,61.6,56,6.95,6.87,4.26,7743
9949,0.38,Premium,D,VS1,58.2,58,4.81,4.77,2.79,1064
16380,0.37,Very Good,H,SI1,62.6,63,4.6,4.5,2.85,491
5335,0.32,Ideal,G,VVS2,61.2,56,4.42,4.41,2.7,936
13734,0.71,Very Good,G,VS1,59.3,55,5.88,5.95,3.51,2994
20209,0.92,Premium,E,SI1,62.2,58,6.18,6.23,3.86,4562
1807,0.4,Very Good,H,VVS2,63.2,55,4.73,4.7,2.98,1125
11879,0.35,Ideal,J,IF,61.8,55,4.54,4.56,2.81,569
19826,0.33,Ideal,D,VS2,62.5,55,4.41,4.45,2.77,781
10465,1.34,Premium,G,VS2,61,60,7.13,7.07,4.33,7780
20212,1.17,Fair,H,SI2,60,66,6.86,6.78,4.09,4717
3795,0.9,Very Good,D,SI1,63.5,57,6.15,6.11,3.89,4304
25886,1,Good,E,SI2,62.1,61,6.36,6.4,3.96,4307
7598,0.41,Premium,I,VVS2,62.1,58,4.76,4.78,2.96,827
13405,1.02,Premium,H,SI2,59.8,59,6.54,6.5,3.9,4284
19465,1.7,Premium,H,VS2,60.6,58,7.72,7.65,4.66,10333
24083,0.73,Premium,D,VS2,60.9,59,5.82,5.77,3.53,2947
22534,0.31,Ideal,D,IF,61.1,56,4.39,4.42,2.69,1251
1191,0.28,Ideal,F,IF,61.9,56,4.18,4.21,2.59,787
11438,1.51,Premium,G,VVS2,60.9,58,7.38,7.42,4.51,15164
2780,0.52,Ideal,G,VVS2,61.5,56,5.18,5.2,3.19,1911
1226,1.01,Ideal,D,SI2,61.3,54,6.52,6.47,3.99,5006
17383,0.77,Premium,F,SI1,60.8,59,5.92,5.86,3.58,2856
1530,0.4,Very Good,E,VVS2,,60,4.8,4.84,2.88,1184
25546,0.3,Premium,E,VS2,62.5,59,4.27,4.3,2.68,658
16600,1.51,Good,G,VS2,63.3,60,7.2,7.28,4.58,12756
2865,1.55,Premium,H,VS1,60.8,60,7.54,7.5,4.57,8593
2977,1.52,Ideal,G,VS2,61.3,59,7.35,7.4,4.52,12161
10251,1.12,Premium,F,VS1,61.8,59,6.75,6.65,4.14,7903
6688,0.34,Premium,F,SI2,60,58,4.58,4.55,2.74,574
25435,1,Premium,F,SI2,59.8,58,6.53,6.48,3.89,3640
8773,2.35,Premium,H,SI1,62.6,60,8.42,8.38,5.26,17999
14017,0.4,Ideal,G,VVS1,61.3,56,4.74,4.75,2.91,977
26281,0.98,Good,H,SI2,57.9,56,6.51,6.47,3.76,2898
10064,0.59,Ideal,D,SI1,61.2,56,5.38,5.43,3.31,1694
12021,1.73,Ideal,J,SI1,62.6,57,7.69,7.65,4.8,6927
10810,0.51,Ideal,J,VS2,,57,5.04,5.08,3.16,1080
20757,2,Very Good,H,SI2,63,59,7.94,8.07,5.04,15694
9495,0.36,Ideal,H,SI1,,57,4.6,4.57,2.82,648
7430,1.04,Very Good,G,IF,,58,6.47,6.6,4.03,8225
9920,0.4,Ideal,E,VS2,62.9,55,4.74,4.73,2.98,975
12125,0.7,Very Good,I,VS1,62.4,58,5.62,5.67,3.52,1971
9136,0.41,Ideal,D,VVS2,62.5,57,4.72,4.75,2.96,1105
19493,0.9,Fair,I,VS1,68.7,62,5.83,5.79,3.99,2732
4370,0.33,Very Good,G,VS2,62.6,56,4.38,4.41,2.75,579
22222,0.32,Ideal,F,SI1,61.3,55,4.44,4.47,2.73,491
4549,0.9,Ideal,D,SI1,62.5,57,6.12,6.2,3.85,4579
18630,0.4,Ideal,D,SI1,61.3,57,4.74,4.79,2.92,726
9132,1.34,Premium,G,SI2,61.7,58,7.1,7.04,4.36,6583
11814,0.71,Very Good,J,VS2,62.1,58,5.71,5.73,3.55,1675
929,0.34,Ideal,E,VS2,62,56,4.46,4.48,2.77,646
10838,0.47,Ideal,H,SI2,61.8,54,5.01,5.05,3.11,782
12259,0.51,Very Good,E,VS2,60.2,62,5.16,5.27,3.14,1393
20433,1.01,Ideal,H,SI1,61.9,58,6.42,6.48,3.99,4767
17635,0.32,Ideal,E,VS2,61.8,54,4.43,4.4,2.73,768
19135,0.42,Very Good,G,VS2,62.1,55,4.8,4.83,2.99,854
13868,0.7,Good,G,SI2,64.1,56,5.64,5.59,3.6,1935
17013,1.51,Premium,G,SI2,62.8,56,7.3,7.22,4.56,8794
5348,0.3,Premium,D,VS2,62.8,59,4.28,4.26,2.68,911
739,0.3,Premium,I,VS1,60.3,58,4.32,4.34,2.61,473
23962,1.32,Premium,I,SI1,62.2,58,7.04,6.99,4.36,6283
12213,2.01,Good,E,SI2,62.3,61,7.99,8.04,4.99,17115
10120,0.62,Ideal,E,SI1,62.4,53,5.47,5.5,3.42,1779
20890,0.5,Premium,G,VVS1,61.3,57,5.15,5.07,3.13,1987
15014,0.3,Good,D,SI1,63.3,59,4.22,4.25,2.68,552
11186,0.56,Ideal,I,SI1,61.8,54,5.28,5.31,3.27,1212
6015,0.24,Ideal,G,VVS1,62.2,56,4,4.04,2.5,559
987,0.3,Very Good,G,VVS1,62.5,56,4.25,4.29,2.67,753
14591,0.4,Very Good,D,SI1,63.5,55,4.72,4.67,2.98,924
23783,0.43,Very Good,D,SI2,63.4,57,4.81,4.78,3.04,858
14335,0.56,Ideal,F,SI1,60.1,58,5.36,5.39,3.23,1394
10766,1.01,Premium,E,VS1,62.9,60,6.36,6.32,3.99,7839
19373,0.41,Ideal,F,VVS1,61.3,54,4.79,4.84,2.95,1196
12679,1.02,Ideal,J,VVS2,62.1,57,6.46,6.43,4,3936
8524,0.3,Very Good,G,VS1,60.2,62,4.3,4.31,2.59,565
20393,0.36,Premium,J,SI1,61.6,60,4.58,4.54,2.81,527
6326,0.6,Very Good,E,VS1,63.2,56,5.39,5.3,3.38,2177
18557,0.7,Ideal,G,VVS2,62.1,53,5.71,5.75,3.56,2895
19446,2,Good,F,SI1,62.8,62,8,8.03,5.03,18069
7296,1,Ideal,F,VVS2,59.7,60,6.48,6.52,3.88,9014
5033,0.27,Ideal,F,VS2,61.8,53,4.18,4.2,2.59,583
25802,0.3,Very Good,J,VS1,,57,4.26,4.23,2.69,506
7021,0.53,Ideal,F,VS2,61.5,55,5.27,5.2,3.22,1753
5733,0.3,Very Good,F,VVS1,61,57,4.33,4.36,2.65,790
19104,0.3,Ideal,G,VVS1,62.2,57,4.28,4.3,2.67,764
8015,0.58,Ideal,G,VS2,61.1,55,5.45,5.42,3.32,1641
26838,0.26,Ideal,I,VS1,61.6,54,4.08,4.12,2.53,578
4682,1.08,Premium,H,VS1,58.6,60,6.84,6.78,3.99,5818
10829,0.34,Ideal,F,VVS2,61.8,56,4.49,4.47,2.77,914
26073,1.5,Premium,D,SI1,61.6,59,7.4,7.3,4.53,13445
4326,0.63,Ideal,F,VS2,61.2,56,5.56,5.51,3.39,2182
1509,0.33,Ideal,G,SI2,61.7,55,4.46,4.48,2.76,463
24948,0.3,Ideal,G,VVS1,61.9,55,4.32,4.34,2.68,976
8341,2.08,Very Good,J,VS2,60.6,61,8.24,8.34,5.02,13732
14572,0.7,Premium,F,SI1,62.9,59,5.67,5.62,3.55,2423
11798,0.9,Premium,E,SI2,62.2,60,6.15,6.19,3.84,3662
2822,0.33,Ideal,F,VVS1,61.7,54,4.46,4.49,2.76,893
20670,0.31,Ideal,F,IF,62.1,56,4.33,4.36,2.7,979
21996,0.53,Very Good,E,SI2,63.2,54,5.19,5.16,3.27,1227
7497,0.34,Ideal,D,I1,61.4,55,4.52,4.5,2.77,530
11378,0.4,Premium,F,SI1,62.2,57,4.72,4.67,2.92,945
9414,1.01,Premium,D,SI1,62.8,58,6.37,6.3,3.98,4751
7966,0.31,Ideal,F,VVS1,62.4,55,4.34,4.32,2.7,985
5207,0.72,Premium,I,VVS2,62,56,5.75,5.73,3.56,2074
24306,1,Fair,E,SI1,66.5,55,6.21,6.19,4.12,3696
19280,1.35,Ideal,J,SI1,61.9,56,7.1,7.08,4.39,6124
26112,0.51,Premium,J,VS2,61.5,58,5.14,5.1,3.15,1020
2118,0.31,Ideal,I,IF,62.2,54,4.39,4.36,2.72,837
6101,0.9,Very Good,G,VS1,61.3,61,6.15,6.25,3.8,4515
13008,0.41,Ideal,I,VS2,61.4,54,4.81,4.83,2.96,625
13582,0.7,Ideal,F,SI1,62.3,56,5.65,5.68,3.53,2382
16998,1.26,Premium,I,SI1,60.5,62,6.97,6.92,4.2,5292
16080,0.4,Very Good,G,SI1,62.8,60,4.66,4.7,2.94,702
23677,0.52,Premium,G,SI2,59.2,60,5.29,5.21,3.11,1121
3553,1.85,Very Good,H,I1,63.3,56,7.8,7.75,4.92,5688
25249,0.41,Ideal,F,IF,61.4,58,4.78,4.83,2.95,1439
5723,0.71,Very Good,H,SI1,60.7,60,5.73,5.76,3.49,2266
19831,0.52,Ideal,G,VVS2,62.4,55,5.17,5.19,3.23,1911
22060,0.96,Good,H,SI2,56.7,62,6.51,6.39,3.66,3454
13845,1.54,Ideal,H,VVS2,62.6,56,7.35,7.42,4.62,12061
15058,0.9,Good,G,SI1,64.2,58,6.01,6.04,3.87,3307
2285,1.09,Good,F,SI1,61,64,6.63,6.58,4.03,4230
663,1.35,Premium,J,SI1,61.1,61,7.13,7.1,4.35,5715
2020,1.05,Premium,F,SI2,62.3,56,6.55,6.51,4.07,4363
14184,1.01,Very Good,F,VS2,63.1,56,6.41,6.37,4.03,6267
17762,0.72,Ideal,G,SI2,61.4,56,5.76,5.83,3.56,2297
